MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8402900365,GMU,431187852, ,A50,007402921,712110,TOY AND MINIATURE MUSEUM,NATIONAL MUSEUM OF TOYS AND MINIATURES,TOY AND MINIATURE MUSEUM, ,5235 OAK ST,KANSAS CITY,MO,64112-2877,64112, , , , , ,8163339328, ,NATIONAL MUSEUM OF TOYS AND MINIATURES,201312,6,3627403, ,5235 OAK ST,KANSAS CITY,MO,64112-2877,198007, , , , ,-94.58275,39.03168,4,4,1,29,095,5235 OAK ST,KANSAS CITY,MO,64112-2877,64112,1,1,1,0,1,0,0,0, 
8402900375,GMU,431229351, ,A80,019727734,712120,EUGENE FIELD HOUSE,EUGENE FIELD HOUSE FOUNDATION,EUGENE FIELD HOUSE, ,634 S BROADWAY,SAINT LOUIS,MO,63102-1613,63102, , , , , ,3144214689,HTTP://WWW.EUGENEFIELDHOUSE.ORG,EUGENE FIELD HOUSE FOUNDATION,201404,4,347450,232141,634 S BROADWAY,SAINT LOUIS,MO,63102-1613,198203, , , , ,-90.19185,38.62047,4,4,1,29,510,634 S BROADWAY,SAINT LOUIS,MO,63102-1613,63102,1,1,1,0,1,0,0,0, 
8402900376,GMU,431231167, ,A50,171672330,712110,CAPE RIVER HERITAGE MUSEUM,CAPE RIVER HERITAGE MUSEUM INC, , ,538 INDEPENDENCE,CAPE GIRARDEAU,MO,63703-6227,63703, , , , , ,5733340405,HTTP://WWW.CAPERIVERHERITAGEMUSEUM.COM,CAPE RIVER HERITAGE MUSEUM INC,201412,0,0,0,538 INDEPENDENCE ST,CPE GIRARDEA,MO,63703-6227,201312, , , , ,-89.52466,37.30406,4,4,1,29,031,538 INDEPENDENCE ST,CPE GIRARDEA,MO,63703-6227,63703,1,1,0,0,1,0,0,0, 
8402900398,GMU,431329600, , , ,813219,SAINTE GENEVIEVE MUSEUM,FRIENDS OF THE STE GENEVIEVE MUSEUM, , ,360 MARKET STREET,STE GENEVIEVE,MO,63670,63670, , , , , , , ,FRIENDS OF THE STE GENEVIEVE MUSEUM,201312,0,0,0,MERCHANT AND DUBOURGH PL,STE GENEVIEV,MO,63670-0000,198505, , , , ,-90.13645,37.93155,4,4,4,29, ,MERCHANT AND DUBOURGH PL,STE GENEVIEV,MO,63670-0000,63670,1,1,0,0,0,0,0,0, 
8402900402,GMU,431344660, ,A50, ,712110,STEEL GUITAR HALL OF FAME,STEEL GUITAR HALL OF FAME INC, , ,9535 MIDLAND BLVD,ST LOUIS,MO,63114-3314,63114, , , , , ,3144277794,HTTP://WWW.SCOTTYSMUSIC.COM,STEEL GUITAR HALL OF FAME INC,201312,2,18414,18414,9535 MIDLAND BLVD,ST LOUIS,MO,63114-3314,198504, , , , ,-90.36582,38.70807,4,4,2,29,189,9535 MIDLAND BLVD,ST LOUIS,MO,63114-3314,63114,1,1,0,0,0,0,0,0, 
8402900405,GMU,431353465, ,T23,072327856,813211,WALTER HERBERT BONNELL,WALTER HERBERT BONNELL INTERVIVOS TRUST, , ,PO BOX 238,WESTON,MO,64098-0238,64098, , , , , , , ,WALTER HERBERT BONNELL INTERVIVOS TRUST,201411,3,51469, ,STE BOX 238,WESTON,MO,64098-0000,198701, , , , ,-94.89547,39.44044,4,4,4,29, ,STE BOX 238,WESTON,MO,64098-0000,64098,1,1,0,0,0,0,0,0, 
8402900407,GMU,431367023, ,A50,082731980,712110,DOWNING DEPOT MUSEUM,DOWNING DEPOT MUSEUM, , ,RR 2 BOX 90 F,DOWNING,MO,63536-9504,63536,SOUTH MAIN STREET,MEMPHIS,MO,63536-9504,63536,6604652275,HTTP://WWW.DOWNINGHOUSEMUSEUM.ORG/,DOWNING DEPOT MUSEUM,201412,0,0,0,10076 STATE HWY N,DOWNING,MO,63536-4241,199707, , , , ,-92.17011,40.46061,4,4,4,29,199,SOUTH MAIN STREET,MEMPHIS,MO,63536-9504,63536,1,1,0,0,0,0,0,0, 
8402900419,GMU,431395056, ,A20,613902774,710000,CENTER OF CREATIVE ARTS,CENTER OF CREATIVE ARTS,CENTER OF CREATIVE ARTS, ,524 TRINITY AVE,SAINT LOUIS,MO,63130-4314,63130, , , , , ,3147256555,HTTP://WWW.COCASTL.ORG,CENTER OF CREATIVE ARTS,201408,7,7985168,5135637,524 TRINITY AVE,SAINT LOUIS,MO,63130-4314,198608, , , , ,-90.31133,38.65463,4,4,2,29,189,524 TRINITY AVE,SAINT LOUIS,MO,63130-4314,63130,1,1,0,0,1,0,0,0, 
8402900431,GMU,431430612, ,A50, ,712110,CALDWELL FRANKLIN COUNTY MUSEUM,CALDWELL FRANKLIN COUNTY MUSEUM INC, , ,11469 HIGHWAY 100,BERGER,MO,63014,63014, , , , , , , ,CALDWELL FRANKLIN COUNTY MUSEUM INC,201312,0,0,0,11469 HIGHWAY 100,BERGER,MO,63014-1611,198703, , , , ,-91.34113,38.64445,4,4,4,29,071,11469 HIGHWAY 100,BERGER,MO,63014-1611,63014,1,1,0,0,0,0,0,0, 
8402900438,GMU,431474997, , ,001124937,813410,CURRENT RIVER HERITAGE MUSEUM,DONIPHAN NEIGHBORHOOD ASSISTANCE PROGRAM INC, , ,101 WASHINGTON ST,DONIPHAN,MO,63935,63935, , , , , ,5739965298,HTTP://DONIPHANMISSOURI.ORG/,DONIPHAN NEIGHBORHOOD ASSISTANCE PROGRAM INC,201309,0,0,0,101 WASHINGTON ST,DONIPHAN,MO,63935-1760,198810, , , , ,-90.82625,36.61745,4,4,4,29,181,101 WASHINGTON ST,DONIPHAN,MO,63935-1760,63935,1,0,1,0,0,0,0,0, 
8402900439,GMU,431476203, ,A82, , ,VICTORIAN CARTHAGE,VICTORIAN CARTHAGE INC, , ,PO BOX 406,CARTHAGE,MO,64836-0406,64836,131 NORTHWOOD ST,CARTHAGE,MO,64836-0406,64836,4173580636, , , , , , , , , , , , , , , ,-94.31963,37.18203,4,4,3,29,097,131 NORTHWOOD ST,CARTHAGE,MO,64836-0406,64836,0,1,0,0,0,0,0,0, 
8402900443,GMU,431485438, ,A50, ,712110,AMERICAN KENNEL CLUB MUSEUM OF THE DOG,AMERICAN KENNEL CLUB MUSEUM OF THE DOG, , ,1721 S MASON RD,SAINT LOUIS,MO,63131-1518,63131, , , , , ,3148213647,HTTP://WWW.MUSEUMOFTHEDOG.ORG,AMERICAN KENNEL CLUB MUSEUM OF THE DOG,201309,5,809325,376831,17215 MASON ROAD,ST LOUIS,MO,63131-0000,198811, , , , ,-90.44317,38.6143,4,4,2,29, ,17215 MASON ROAD,ST LOUIS,MO,63131-0000,63131,1,1,0,0,1,0,0,0, 
8402900451,GMU,431516868, ,B70, ,514120,GENE TAYLOR LIBRARY AND MUSEUM,GENE TAYLOR LIBRARY AND MUSEUM INC, , ,1210 JOPLIN,SARCOXIE,MO,64862,64862, , , , , , , ,GENE TAYLOR LIBRARY AND MUSEUM INC,201312,0,0,0,1210 JOPLIN ST,SARCOXIE,MO,64862-8062,199407, , , , ,-94.1233,37.06422,4,4,4,29,097,1210 JOPLIN ST,SARCOXIE,MO,64862-8062,64862,1,1,0,0,1,0,0,0, 
8402900452,GMU,431517328, ,A50, ,712110,MINIATURE MUSEUM OF GREATER ST LOUIS,MINIATURE MUSEUM OF GREATER ST LOUIS, , ,4746 GRAVOIS AVE,SAINT LOUIS,MO,63116-2437,63116, , , , , ,3148327790,HTTP://MINIATUREMUSEUM.ORG/,MINIATURE MUSEUM OF GREATER ST LOUIS,201406,3,27566,17859,4746 GRAVOIS AVE,SAINT LOUIS,MO,63116-2437,199310, , , , ,-90.26563,38.58239,4,4,1,29,510,4746 GRAVOIS AVE,SAINT LOUIS,MO,63116-2437,63116,1,1,0,0,1,0,0,0, 
8402900464,GMU,431532348, ,A50, ,712110,SPRINGFIELD AREA SPORTS HALL OF FAME,SPRINGFIELD AREA SPORTS HALL OF FAME, , ,864 S DEVONSHIRE DR,SPRINGFIELD,MO,65802-2719,65802,221 EAST WALNUT,SPRINGFIELD,MO,65802-2719,65802, ,HTTP://SPRINGFIELDMOSPORTSHOF.COM/,SPRINGFIELD AREA SPORTS HALL OF FAME,201412,0,0,0,864 S DEVONSHIRE DR,SPRINGFIELD,MO,65802-2719,199012, , , , ,-93.2918,37.20726,4,4,1,29,077,221 EAST WALNUT,SPRINGFIELD,MO,65802-2719,65802,1,1,0,0,0,0,0,0, 
8402900466,GMU,431536907, ,A50, ,712110,MOARK REGIONAL RAILROAD MUSEUM,MOARK REGIONAL RAILROAD MUSEUM INC, , ,303 MORAN STREET,POPLAR BLUFF,MO,63901,63901, , , , , ,5737854539,HTTP://WWW.VISITMO.COM/404-ERROR-PAGE.ASPX?ASPXERRORPATH=/MO-ARK-REGIONAL-RAILROAD-MUSEUM.ASPX,MOARK REGIONAL RAILROAD MUSEUM INC,201312,0,0,0,303 MORAN ST,POPLAR BLUFF,MO,63901-5864,199402, , , , ,-90.39533,36.75443,4,4,3,29,023,303 MORAN ST,POPLAR BLUFF,MO,63901-5864,63901,1,1,0,0,0,0,0,0, 
8402900472,GMU,431548322, ,A50, ,712110,AIR & MILITARY MUSEUM OF THE OZARKS,AIR & MILITARY MUSEUM OF THE OZARKS, , ,2305 E KEARNEY,SPRINGFIELD,MO,65803-4970,65803,2305 E KEARNEY,SPRINGFIELD,MO,65803-4970,65803,4178647997,HTTP://WWW.AMMOMUSEUM.COM,AIR & MILITARY MUSEUM OF THE OZARKS,201312,0,0,0,2305 E KEARNEY ST,SPRINGFIELD,MO,65803-4970,199501, , , , ,-93.24968,37.23977,4,4,1,29,077,2305 E KEARNEY,SPRINGFIELD,MO,65803-4970,65803,1,1,0,0,1,0,0,0, 
8402900481,GMU,431569523, ,A50,873136493,611610,BOOT HEEL YOUTH MUSEUM,BOOT HEEL YOUTH MUSEUM INC, , ,700A N DOUGLASS ST,MALDEN,MO,63863-1510,63863, , , , , ,5732763600,HTTP://WWW.BOOTHEELYOUTHMUSEUM.ORG/,BOOT HEEL YOUTH MUSEUM INC,201403,4,339621,293989,700A N DOUGLASS ST,MALDEN,MO,63863-1510,199108, , , , ,-89.97059,36.56583,4,4,3,29,069,700A N DOUGLASS ST,MALDEN,MO,63863-1510,63863,1,1,0,0,0,0,0,0, 
8402900482,GMU,431570612, ,A50,804694537, ,NEGRO LEAGUES BASEBALL MUSEUM,NEGRO LEAGUES BASEBALL MUSEUM INC, , ,1616 E 18TH ST SECOND FLOOR,KANSAS CITY,MO,64108-1610,64108, , , , , ,8162211920, ,NEGRO LEAGUES BASEBALL MUSEUM INC,201406,6,2305297,2122808,1616 E 18TH ST SECOND FL,KANSAS CITY,MO,64108-1610,199103, , , , ,-94.56314,39.09131,4,4,1,29,095,1616 E 18TH ST SECOND FL,KANSAS CITY,MO,64108-1610,64108,1,1,0,0,1,0,0,0, 
8402900491,GMU,431597735, ,A50, ,712110,KATY TRAIL SEDALIA,KATY TRAIL SEDALIA INC, , ,609 WEST THIRD,SEDALIA,MO,65301-4307,65301, , , , , ,6608264774, ,KATY TRAIL SEDALIA INC,201412,1,4927,4927,609 W 3RD ST,SEDALIA,MO,65301-4307,199202, , , , ,-93.23378,38.70874,4,4,3,29,159,609 W 3RD ST,SEDALIA,MO,65301-4307,65301,1,1,0,0,0,0,0,0, 
8402900503,GMU,431624519, ,A50, ,712110,JOHN Q HAMMONS MISSOURI SPORTS HALL OF FAME,JOHN Q HAMMONS MISSOURI SPORTS HALL OF FAME, , ,5051 S HIGHLAND SPRINGS BLVD,SPRINGFIELD,MO,65809-4600,65809, , , , , , , ,JOHN Q HAMMONS MISSOURI SPORTS HALL OF FAME,201312,6,1616861,1374452,3861 E STAN MUSIAL DR,SPRINGFIELD,MO,65809-4644,199308, , , , ,-93.21872,37.12143,4,4,4,29,077,3861 E STAN MUSIAL DR,SPRINGFIELD,MO,65809-4644,65809,1,1,0,0,0,0,0,0, 
8402900511,GMU,431642651, ,A50, ,712110,ST JOSEPH FIRE MUSEUM,ST JOSEPH FIRE MUSEUM INC, , ,1202 S 11TH ST,SAINT JOSEPH,MO,64503-2514,64503,1202 S 11TH ST,SAINT JOSEPH,MO,64503-2514,64503,8166710410, ,ST JOSEPH FIRE MUSEUM INC,201312,1,7089,7089,1202 S 11TH ST,SAINT JOSEPH,MO,64503-2514,199308, , , , ,-94.84682,39.75625,4,4,1,29,021,1202 S 11TH ST,SAINT JOSEPH,MO,64503-2514,64503,1,1,0,0,1,0,0,0, 
8402900515,GMU,431654127, ,A50, ,712110,GATEWAY EAGLES OF MISSOURI,GATEWAY EAGLES OF MISSOURI, , ,3015 FIREWEED CT,FLORISSANT,MO,63031-1036,63031, , , , , , ,HTTP://WWW.GATEWAYEAGLES.ORG,GATEWAY EAGLES OF MISSOURI,201412,0,0,0,3015 FIREWEED CT,FLORISSANT,MO,63031-1036,199810, , , , ,-90.33101,38.83335,4,4,2,29,189,3015 FIREWEED CT,FLORISSANT,MO,63031-1036,63031,1,1,0,0,0,0,0,0, 
8402900519,GMU,431669789, ,A03, ,712110,INTERNATIONAL JAZZ HALL OF FAME,INTERNATIONAL JAZZ HALL OF FAME, , ,922 OAK ST,KANSAS CITY,MO,64106-2602,64106, , , , , ,8165233501, ,INTERNATIONAL JAZZ HALL OF FAME,201206,0,0,0,922 OAK ST,KANSAS CITY,MO,64106-2602,199405, , , , ,-94.57847,39.1031,4,4,1,29,095,922 OAK ST,KANSAS CITY,MO,64106-2602,64106,1,1,0,0,0,0,0,0, 
8402900521,GMU,431679188, ,A50,797435869, ,LIBRARY & MUSEUM,LIBRARY & MUSEUM,LIBRARY & MUSEUM, ,119 PINE ST,LATHROP,MO,64465-9751,64465, , , , , ,8165283020, , , , , , , , , , , , , , , ,-94.3321,39.5547,4,4,4,29,049,119 PINE ST,LATHROP,MO,64465-9751,64465,0,0,0,0,1,0,0,0, 
8402900523,GMU,431681900, ,A50, , ,FRENCHTOWN MUSEUM CORPORATION,FRENCHTOWN MUSEUM CORPORATION, , ,1035 ST PETERS HOWELL RD,ST PETERS,MO,63376,63376,1121 NORTH SECOND ST,ST CHARLES,MO,63376,63376,6367242106,HTTP://WWW.FRENCHTOWNMUSEUM.COM/PAGES/DEFAULT.ASPX, , , , , , , , , , , , , , ,-90.47809,38.79031,4,4,1,29,183,1121 NORTH SECOND ST,ST CHARLES,MO,63376,63376,0,1,0,0,0,0,0,0, 
8402900524,GMU,431684270, , , , ,GATEWAY MILITARY MUSEUM,GATEWAY MILITARY MUSEUM INC, , ,213 BLACK OAK DR,ST PETERS,MO,63376,63376, , , , , , , , , , , , , , , , , , , , , ,-90.66591,38.75918,4,4,2,29,183,213 BLACK OAK DR,ST PETERS,MO,63376,63376,0,1,0,0,0,0,0,0, 
8402900536,GMU,431705157, , ,028023252, ,ART PERRY ALLIANCE,ART PERRY ALLIANCE, , ,95 GRAND AVE,PERRYVILLE,MO,63775-1366,63775, , , , , ,5735478520, , , , , , , , , , , , , , , ,-89.86245,37.72817,4,4,3,29,157,95 GRAND AVE,PERRYVILLE,MO,63775-1366,63775,0,1,0,0,0,0,0,0, 
8402900539,GMU,431714283, ,B99, ,611000,SUGAR CREEK,FRIENDS OF SUGAR CREEK, , ,606 N STERLING AVE,SUGAR CREEK,MO,64054-1264,64054, , , , , ,8162543742, ,FRIENDS OF SUGAR CREEK,201312,2,22502,20042,606 N STERLING AVE,SUGAR CREEK,MO,64054-1264,199603, , , , ,-94.44532,39.10215,4,4,2,29,095,606 N STERLING AVE,SUGAR CREEK,MO,64054-1264,64054,1,1,0,0,1,0,0,0, 
8402900542,GMU,431716784, ,A50,784482440, ,BRUCE R. WATKINS CULTURAL HERITAGE CENTER AND STATE MUSEUM,BRUCE R. WATKINS CULTURAL HERITAGE CENTER AND STATE MUSEUM,BRUCE R. WATKINS CULTURAL HERITAGE CENTER AND STATE MUSEUM, ,3700 BLUE PKWY,KANSAS CITY,MO,64130-2800,64130, , , , , ,8167844444, , , , , , , , , , , , , , , ,-94.54198,39.03662,4,4,1,29,095,3700 BLUE PKWY,KANSAS CITY,MO,64130-2800,64130,0,0,0,0,1,0,0,0, 
8402900553,GMU,431746820, ,A50, ,712110,IRISH MUSEUM AND CULTURAL CENTER,IRISH MUSEUM AND CULTURAL CENTER, , ,30 PERSHING RD,KANSAS CITY,MO,64108-2410,64108,30 W PERSHING ROAD; STE 700,KANSAS CITY,MO,64108-2410,64108,8164743848,HTTP://WWW.IRISHCENTERKC.ORG,IRISH MUSEUM AND CULTURAL CENTER,201312,4,249319,249319,30 PERSHING RD,KANSAS CITY,MO,64108-2410,199609, , , , ,-94.58868,39.08345,4,4,1,29,095,30 W PERSHING ROAD; STE 700,KANSAS CITY,MO,64108-2410,64108,1,1,0,1,1,0,0,0, 
8402900560,GMU,431781220, ,B70, ,712110,HALE LIBRARY & MUSEUM,HALE LIBRARY & MUSEUM, , ,14409 HWY 139,HALE,MO,64643,64643, , , , , , , ,HALE LIBRARY & MUSEUM,201312,0,0,0,14409 HIGHWAY 139,HALE,MO,64643-8233,200002, , , , ,-93.32877,39.54378,4,4,4,29,033,14409 HIGHWAY 139,HALE,MO,64643-8233,64643,1,1,0,0,0,0,0,0, 
8402900565,GMU,431785978, ,A50, , ,CITY MUSEUM,CITY MUSEUM, , ,701 N 15TH ST,SAINT LOUIS,MO,63103-1925,63103, , , , , ,3142312489, , , , , , , , , , , , , , , ,-90.20002,38.63354,4,4,1,29,510,701 N 15TH ST,SAINT LOUIS,MO,63103-1925,63103,0,0,0,0,1,0,0,0, 
8402900568,GMU,431792360, ,A50, ,712110,MAIN STREET USA CHARITALBE FOUNDATION,WALT DISNEY HOMETOWN MUSEUM, , ,120 E SANTA FE AVE,MARCELINE,MO,64658-1144,64658, , , , , ,6603763343,HTTP://WWW.WALTDISNEYMUSEUM.ORG/,WALT DISNEY HOMETOWN MUSEUM,201212,4,167660,153638,120 E SANTA FE AVE,MARCELINE,MO,64658-1144,200001, , , , ,-92.94795,39.7165,4,4,4,29,115,120 E SANTA FE AVE,MARCELINE,MO,64658-1144,64658,1,1,1,1,1,0,0,0, 
8402900569,GMU,431792437, ,A56,841239317,712110,AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM,AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM,AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM, ,500 W SUNSHINE ST,SPRINGFIELD,MO,65807-2436,65807, , , , , ,4178909453,HTTP://WWW.WONDERSOFWILDLIFE.ORG,AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM,201312,8,14234997,14234405,730 W SUNSHINE ST,SPRINGFIELD,MO,65807-2440,199712, , , , ,-93.30017,37.18225,4,4,1,29,077,730 W SUNSHINE ST,SPRINGFIELD,MO,65807-2440,65807,1,1,0,0,1,0,0,0, 
8402900575,GMU,431802253, ,P80, ,813219,LEWIS LIBRARY OF GLASGOW,FRIENDS OF THE LEWIS LIBRARY OF GLASGOW INC, , ,315 MARKET STREET,GLASGOW,MO,65254,65254, , , , , ,6603382395,HTTP://WWW.GLASGOWMO.COM,FRIENDS OF THE LEWIS LIBRARY OF GLASGOW INC,201312,0,0,0,110 RIVERVIEW DRIE,GLASGOW,MO,65254-0000,199804, , , , ,-92.83894,39.21534,4,4,4,29,041,110 RIVERVIEW DRIE,GLASGOW,MO,65254-0000,65254,1,0,1,0,0,0,0,0, 
8402900591,GMU,431834180, ,A50, ,712110,JOHN WORNALL HOUSE MUSEUM,WORNALL-MAJORS HOUSE MUSEUMS INC,JOHN WORNALL HOUSE MUSEUM, ,146 W 61ST TER,KANSAS CITY,MO,64113-1454,64113, , , , , ,8164441858, ,WORNALL-MAJORS HOUSE MUSEUMS INC,201312,4,461803,457200,146 W 61ST TER,KANSAS CITY,MO,64113-1454,199911, , , , ,-94.59097,39.01663,4,4,1,29,095,146 W 61ST TER,KANSAS CITY,MO,64113-1454,64113,1,1,0,1,1,0,0,0, 
8402900596,GMU,431844241, ,A50,010284524, ,LOST WORLD STUDIOS,LOST WORLD STUDIOS, , ,2075 ROSEDALE CT,ARNOLD,MO,63010-2638,63010, , , , , ,6362820970,HTTP://WWW.LOSTWORLDSTUDIOS.COM, , , , , , , , , , , , , , ,-90.38865,38.42187,4,4,2,29,099,2075 ROSEDALE CT,ARNOLD,MO,63010-2638,63010,0,1,0,0,0,0,0,0, 
8402900606,GMU,431866550, ,A61,868982583,711100,KAUFFMAN CENTER FOR PERFORMING ARTS,KAUFFMAN CENTER FOR THE PERFORMING ARTS, , ,906 GRAND BLVD FL 11,KANSAS CITY,MO,64106-2010,64106,1601 BROADWAY BLVD,KANSAS CITY,MO,64106-2010,64106,8169947200,HTTP://WWW.KAUFFMANCENTER.ORG,KAUFFMAN CENTER FOR THE PERFORMING ARTS,201406,8,30139129,15731407,1601 BROADWAY BLVD,KANSAS CITY,MO,64108-1229,200001, , , , ,-94.58856,39.09475,4,4,1,29,095,1601 BROADWAY BLVD,KANSAS CITY,MO,64106-2010,64106,1,1,0,0,0,0,0,0, 
8402900618,GMU,431891966, ,A50, ,711110,PUPPETRY ARTS INSTITUTE,PUPPETRY ARTS INSTITUTE, , ,11025 E WINNER RD,INDEPENDENCE,MO,64052-3839,64052, , , , , ,8168339777,HTTP://WWW.HAZELLE.ORG,PUPPETRY ARTS INSTITUTE,201312,3,87560,83707,11025 E WINNER RD,INDEPENDENCE,MO,64052-3839,200009, , , , ,-94.44799,39.08755,4,4,2,29,095,11025 E WINNER RD,INDEPENDENCE,MO,64052-3839,64052,1,1,1,0,1,0,0,0, 
8402900619,GMU,431893211, ,A50, ,712110,MARSHALL NICHOLAS BEAZLEY AVIATION MUSEUM,MARSHALL NICHOLAS BEAZLEY AVIATION MUSEUM INC, , ,PO BOX 740,MARSHALL,MO,65340-0740,65340,1985 SOUTH ODELL STREET,MARSHALL,MO,65340-0740,65340,6608862630,HTTP://WWW.NICHOLASBEAZLEY.ORG/SITERESOURCES/DATA/TEMPLATES/AVIATION1.ASP?DOCID=574&DOCNAME=HOME,MARSHALL NICHOLAS BEAZLEY AVIATION MUSEUM INC,201312,3,50234,45633,PO BOX 740,MARSHALL,MO,65340-0740,200008, , , , ,-93.20085,39.09816,4,4,3,29,195,1985 SOUTH ODELL STREET,MARSHALL,MO,65340-0740,65340,1,1,0,0,0,0,0,0, 
8402900627,GMU,431907211, , ,122523561, ,MUSEUM OF UNEXPLAINED,MUSEUM OF UNEXPLAINED, , ,103 PINHOOK LN,REEDS SPRING,MO,65737-8571,65737, , , , , , , , , , , , , , , , , , , , , ,-93.40057,36.67183,4,4,4,29,209,103 PINHOOK LN,REEDS SPRING,MO,65737-8571,65737,0,1,0,0,0,0,0,0, 
8402900628,GMU,431911174, , , , ,OZARK AIRLINES MUSEUM,OZARK AIRLINES MUSEUM INC, , ,638 BELLERIVE ESTA,SAINT LOUIS,MO,63141-6229,63141,638 BELLERIVE ESTATES DR,SAINT LOUIS,MO,63141-6229,63141,3145761747, , , , , , , , , , , , , , , ,-90.47429,38.66995,4,4,2,29,189,638 BELLERIVE ESTATES DR,SAINT LOUIS,MO,63141-6229,63141,0,0,0,0,1,0,0,0, 
8402900629,GMU,431913383, ,A54, , ,OZARKS AFRICAN AMERICAN HERITAGE MUSEUM,OZARKS AFRICAN AMERICAN HERITAGE MUSEUM, , ,PO BOX 265,ASH GROVE,MO,65604,65604, , , , , ,4178801378,HTTP://OAAHM.OMEKA.NET/, , , , , , , , , , , , , , ,-93.5953,37.28646,4,4,4,29,077,PO BOX 265,ASH GROVE,MO,65604,65604,0,0,0,1,0,0,0,0, 
8402900631,GMU,431915209, ,A50, ,712110,CHILHOWEE ANTIQUE FARM MACHINERY COLLECTORS ORGANIZATION,CHILHOWEE ANTIQUE FARM MACHINERY COLECTORS ORGANIZATION, , ,1401 S PINE,HOLDEN,MO,64040-1612,64040, , , , , ,8166940267, ,CHILHOWEE ANTIQUE FARM MACHINERY COLECTORS ORGANIZATION,201412,0,0,0,1401 S PINE ST,HOLDEN,MO,64040-1612,200211, , , , ,-93.98914,38.705,4,4,4,29,101,1401 S PINE ST,HOLDEN,MO,64040-1612,64040,1,1,0,0,0,0,0,0, 
8402900642,GMU,431939982, , ,140765475, ,MUSEUM ON FIRE,MUSEUM ON FIRE, , ,12816 OLD 79,NEW LONDON,MO,63459-3414,63459, , , , , ,5732311044, , , , , , , , , , , , , , , ,-91.34591,39.63876,4,4,4,29,173,12816 OLD 79,NEW LONDON,MO,63459-3414,63459,0,1,0,0,0,0,0,0, 
8402900647,GMU,270959604, ,A11, ,813219,SOLDIERS MEMORIAL MILITARY MUSEUM,FRIENDS OF THE@SOLDIERS MEMORIAL MILITARY MUSEUM, , ,1315 CHESTNUT,ST LOUIS,MO,63103,63103,1315 CHESTNUT ST,ST LOUIS,MO,63103,63103,3146224550,HTTP://WWW.STLSOLDIERSMEMORIAL.ORG,FRIENDS OF THE@SOLDIERS MEMORIAL MILITARY MUSEUM,201312,4,209824,209824,1315 CHESTNUT ST,SAINT LOUIS,MO,63103-2317,200911, , , , ,-90.20025,38.6287,4,4,1,29,510,1315 CHESTNUT ST,ST LOUIS,MO,63103,63103,1,0,1,0,0,0,0,0, 
8402900652,GMU,436038202, ,A50, ,712110,ST JOSEPH MUSEUM,ST JOSEPH MUSEUM, , ,3406 FREDERICK AVE,SAINT JOSEPH,MO,64506-2913,64506, , , , , ,8162328471, ,ST JOSEPH MUSEUM,201406,5,929044,656007,3406 FREDERICK AVE,SAINT JOSEPH,MO,64506-2913,198506, , , , ,-94.81482,39.77682,4,4,1,29,021,3406 FREDERICK AVE,SAINT JOSEPH,MO,64506-2913,64506,1,1,0,0,1,0,0,0, 
8402900684,GMU,440558499, ,A50, ,712110,WILLIAM ROCKHILL NELSON TRUST,WILLIAM ROCKHILL NELSON TRUST, , ,4525 OAK ST,KANSAS CITY,MO,64111-1818,64111, , , , , ,8167511278,HTTP://WWW.NELSON-ATKINS.ORG,WILLIAM ROCKHILL NELSON TRUST,201404,7,5018870,1758231,4525 OAK ST,KANSAS CITY,MO,64111-1818,194008, , , , ,-94.58202,39.04512,4,4,1,29,095,4525 OAK ST,KANSAS CITY,MO,64111-1818,64111,1,1,1,1,1,0,0,0, 
8402900693,GMU,451433928, ,A50, ,712110,KANSAS CITY AUTOMOTIVE MUSEUM,KANSAS CITY AUTOMOTIVE MUSEUM INC, , ,PO BOX 480187,KANSAS CITY,MO,64148-0187,64148,15095 W 116TH ST,OLATHE,KS,64148-0187,64148,9133224227, ,KANSAS CITY AUTOMOTIVE MUSEUM INC,201312,4,275745,275745,15095 W 116TH ST,OLATHE,KS,66062-1098,201110, , , , ,-94.75812,38.91839,5,4,2,20,091,15095 W 116TH ST,OLATHE,KS,64148-0187,64148,1,1,0,0,0,0,0,0, 
